date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:22:51	873448/873448	---MCZ	200	added ('OK')	text/html	etag:W/%22d4ec302aad9e60fb47b54fe8ff960866%22	https://www.currentsandcontemplations.com/blog/tags/2023	backup/complete-site/www.currentsandcontemplations.com/blog/tags/2023.html	(from https://www.currentsandcontemplations.com/)
13:22:53	871651/871651	---MCZ	200	added ('OK')	text/html	etag:W/%22e0216ea5f1510961f3e20e54483b7ac7%22	https://www.currentsandcontemplations.com/blog/tags/boulder-creek	backup/complete-site/www.currentsandcontemplations.com/blog/tags/boulder-creek.html	(from https://www.currentsandcontemplations.com/)
13:22:55	873543/873543	---MCZ	200	added ('OK')	text/html	etag:W/%2290abc5336f2d6fef8e76afea6223cdc2%22	https://www.currentsandcontemplations.com/blog/tags/fall	backup/complete-site/www.currentsandcontemplations.com/blog/tags/fall.html	(from https://www.currentsandcontemplations.com/)
13:22:56	940698/940698	---MCZ	200	added ('OK')	text/html	etag:W/%22a4abd71a95714a82a966fe74e8fae3e3%22	https://www.currentsandcontemplations.com/blog/tags/front-range-fishing	backup/complete-site/www.currentsandcontemplations.com/blog/tags/front-range-fishing.html	(from https://www.currentsandcontemplations.com/)
13:22:59	873455/873455	---MCZ	200	added ('OK')	text/html	etag:W/%22d0d4ce7093667eaf44571ddaa42d0c47%22	https://www.currentsandcontemplations.com/blog/tags/williams-fork	backup/complete-site/www.currentsandcontemplations.com/blog/tags/williams-fork.html	(from https://www.currentsandcontemplations.com/)
13:23:00	2211/2211	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:00%20GMT	https://www.currentsandcontemplations.com/api/	backup/complete-site/www.currentsandcontemplations.com/api/index.html	(from https://www.currentsandcontemplations.com/)
13:23:00	595647/595647	---MCZ	200	added ('OK')	text/html	etag:W/%226f985ad266d4868101b0a6d63ec37ec6%22	https://www.currentsandcontemplations.com/site-rules-faq	backup/complete-site/www.currentsandcontemplations.com/site-rules-faq.html	(from https://www.currentsandcontemplations.com/)
13:23:00	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:00%20GMT	https://www.currentsandcontemplations.com/envelope/	backup/complete-site/www.currentsandcontemplations.com/envelope/index.html	(from https://www.currentsandcontemplations.com/)
13:23:01	520/520	---MCZ	200	added ('OK')	text/xml	etag:W/%22208-UYWzBbLG1ipQ2m576Vj58FNqvRs%22	https://www.currentsandcontemplations.com/sitemap.xml	backup/complete-site/www.currentsandcontemplations.com/sitemap.xml	(from https://www.currentsandcontemplations.com/)
13:23:01	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:01%20GMT	https://www.currentsandcontemplations.com/feed.xml	backup/complete-site/www.currentsandcontemplations.com/feed.18.delayed	(from https://www.currentsandcontemplations.com/)
13:23:02	2207/2207	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2021%20Jul%202025%2019:23:02%20GMT	https://www.currentsandcontemplations.com/decodeURIComponent(e	backup/complete-site/www.currentsandcontemplations.com/decodeURIComponent(e.19.delayed	(from https://www.currentsandcontemplations.com/)
13:23:04	954248/954248	---MCZ	200	added ('OK')	text/html	etag:W/%22615c62dd2c7dd532ab75cf48572baaeb%22	https://www.currentsandcontemplations.com/post/quick-trips	backup/complete-site/www.currentsandcontemplations.com/post/quick-trips.html	(from https://www.currentsandcontemplations.com/blog)
13:23:07	939229/939229	---MCZ	200	added ('OK')	text/html	etag:W/%22c5728635cfba082c899ba75657a35a18%22	https://www.currentsandcontemplations.com/post/a-starting-point	backup/complete-site/www.currentsandcontemplations.com/post/a-starting-point.html	(from https://www.currentsandcontemplations.com/blog)
13:23:07	2211/2211	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:07%20GMT	https://www.currentsandcontemplations.com/media/emptystate.85a4add5.svg	backup/complete-site/www.currentsandcontemplations.com/media/emptystate.85a4add5.1c.delayed	(from https://www.currentsandcontemplations.com/gallery)
13:23:12	684471/684471	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2291536dd9a4e142623aaf662271ae4606%22	https://www.currentsandcontemplations.com/post/c	backup/complete-site/www.currentsandcontemplations.com/post/c.1d.delayed	(from https://www.currentsandcontemplations.com/post/cloud-peak-wilderness-trip-july-2024-pt-1-wyoming-weather-and-worries)
13:23:14	684277/684277	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e8dca2c4eea5651a996415bc3367f724%22	https://www.currentsandcontemplations.com/post/t	backup/complete-site/www.currentsandcontemplations.com/post/t.1e.delayed	(from https://www.currentsandcontemplations.com/post/cloud-peak-wilderness-trip-july-2024-pt-1-wyoming-weather-and-worries)
13:23:18	684104/684104	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22dc0442be324dc3bf25ae2f6ecc19e5f4%22	https://www.currentsandcontemplations.com/post/robots.txt	backup/complete-site/www.currentsandcontemplations.com/post/robots.1f.delayed	(from https://www.currentsandcontemplations.com/post/cloud-peak-wilderness-trip-july-2024-pt-1-wyoming-weather-and-worries)
13:23:18	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:18%20GMT	https://www.currentsandcontemplations.com/post/sitemap.xml	backup/complete-site/www.currentsandcontemplations.com/post/sitemap.20.delayed	(from https://www.currentsandcontemplations.com/post/cloud-peak-wilderness-trip-july-2024-pt-1-wyoming-weather-and-worries)
13:23:19	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:19%20GMT	https://www.currentsandcontemplations.com/post/feed.xml	backup/complete-site/www.currentsandcontemplations.com/post/feed.21.delayed	(from https://www.currentsandcontemplations.com/post/cloud-peak-wilderness-trip-july-2024-pt-1-wyoming-weather-and-worries)
13:23:21	684428/684428	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%226b7187af99598c27b5b4443aeb139cfa%22	https://www.currentsandcontemplations.com/post/decodeURIComponent(e	backup/complete-site/www.currentsandcontemplations.com/post/decodeURIComponent(e.22.delayed	(from https://www.currentsandcontemplations.com/post/cloud-peak-wilderness-trip-july-2024-pt-1-wyoming-weather-and-worries)
13:23:23	800966/800966	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c55eedc2aa941fb9f0e1e8ccd69e1740%22	https://www.currentsandcontemplations.com/blog/categories/c	backup/complete-site/www.currentsandcontemplations.com/blog/categories/c.23.delayed	(from https://www.currentsandcontemplations.com/blog/categories/fishing)
13:23:25	801706/801706	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22dfe6dae38a29344deef6b6f78cfb5f0f%22	https://www.currentsandcontemplations.com/blog/categories/t	backup/complete-site/www.currentsandcontemplations.com/blog/categories/t.24.delayed	(from https://www.currentsandcontemplations.com/blog/categories/fishing)
13:23:29	801759/801759	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2297cd542fbb881dc6ef5f688d619e2e4a%22	https://www.currentsandcontemplations.com/blog/categories/robots.txt	backup/complete-site/www.currentsandcontemplations.com/blog/categories/robots.25.delayed	(from https://www.currentsandcontemplations.com/blog/categories/fishing)
13:23:29	2211/2211	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:29%20GMT	https://www.currentsandcontemplations.com/blog/categories/sitemap.xml	backup/complete-site/www.currentsandcontemplations.com/blog/categories/sitemap.26.delayed	(from https://www.currentsandcontemplations.com/blog/categories/fishing)
13:23:30	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:30%20GMT	https://www.currentsandcontemplations.com/blog/categories/feed.xml	backup/complete-site/www.currentsandcontemplations.com/blog/categories/feed.27.delayed	(from https://www.currentsandcontemplations.com/blog/categories/fishing)
13:23:32	801049/801049	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cd5005831fd643028659c57ded4ba862%22	https://www.currentsandcontemplations.com/blog/categories/decodeURIComponent(e	backup/complete-site/www.currentsandcontemplations.com/blog/categories/decodeURIComponent(e.28.delayed	(from https://www.currentsandcontemplations.com/blog/categories/fishing)
13:23:33	801158/801158	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224a232ad18a75b372c86e3e78ac8079c1%22	https://www.currentsandcontemplations.com/blog/archive/2025/c	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2025/c.29.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2025/05)
13:23:36	801372/801372	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22b62cd8df5963fee22065f749a14792ab%22	https://www.currentsandcontemplations.com/blog/archive/2025/t	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2025/t.2a.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2025/05)
13:23:38	801294/801294	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bbd565bafe8732b62f06aad71cd9e065%22	https://www.currentsandcontemplations.com/blog/archive/2025/robots.txt	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2025/robots.2b.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2025/05)
13:23:38	2211/2211	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:38%20GMT	https://www.currentsandcontemplations.com/blog/archive/2025/sitemap.xml	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2025/sitemap.2c.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2025/05)
13:23:39	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:39%20GMT	https://www.currentsandcontemplations.com/blog/archive/2025/feed.xml	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2025/feed.2d.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2025/05)
13:23:41	802338/802338	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229780ecbef7205dca9b24701d71a2315f%22	https://www.currentsandcontemplations.com/blog/archive/2025/decodeURIComponent(e	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2025/decodeURIComponent(e.2e.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2025/05)
13:23:43	801470/801470	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22d5698162d539d3a1d5205f21a928b785%22	https://www.currentsandcontemplations.com/blog/archive/2024/c	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2024/c.2f.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2024/01)
13:23:44	801387/801387	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224ea72793b10b84c795eca6692c7c772b%22	https://www.currentsandcontemplations.com/blog/archive/2024/t	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2024/t.30.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2024/01)
13:23:45	801156/801156	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22315188c7fe854e2b010bb54a7fbbe95b%22	https://www.currentsandcontemplations.com/blog/archive/2024/robots.txt	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2024/robots.31.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2024/01)
13:23:46	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:46%20GMT	https://www.currentsandcontemplations.com/blog/archive/2024/sitemap.xml	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2024/sitemap.32.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2024/01)
13:23:46	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:46%20GMT	https://www.currentsandcontemplations.com/blog/archive/2024/feed.xml	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2024/feed.33.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2024/01)
13:23:48	802231/802231	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2207c0f19572f491c8b29cec14cbbb35aa%22	https://www.currentsandcontemplations.com/blog/archive/2024/decodeURIComponent(e	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2024/decodeURIComponent(e.34.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2024/01)
13:23:49	801141/801141	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22840ba27952fe0967f6e4970aef8ba6ec%22	https://www.currentsandcontemplations.com/blog/archive/2023/c	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2023/c.35.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2023/11)
13:23:51	801235/801235	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22580da5290fbf00e15f63cd31c0808ca8%22	https://www.currentsandcontemplations.com/blog/archive/2023/t	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2023/t.36.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2023/11)
13:23:54	801191/801191	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22b209e2a237c7e469f3137c1889c4dbbf%22	https://www.currentsandcontemplations.com/blog/archive/2023/robots.txt	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2023/robots.37.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2023/11)
13:23:54	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:55%20GMT	https://www.currentsandcontemplations.com/blog/archive/2023/sitemap.xml	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2023/sitemap.38.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2023/11)
13:23:55	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:23:55%20GMT	https://www.currentsandcontemplations.com/blog/archive/2023/feed.xml	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2023/feed.39.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2023/11)
13:23:57	802161/802161	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%220376f9601100ee34940c3333bf42414d%22	https://www.currentsandcontemplations.com/blog/archive/2023/decodeURIComponent(e	backup/complete-site/www.currentsandcontemplations.com/blog/archive/2023/decodeURIComponent(e.3a.delayed	(from https://www.currentsandcontemplations.com/blog/archive/2023/11)
13:24:00	800569/800569	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22c638610cf09d734034071640b64980d6%22	https://www.currentsandcontemplations.com/blog/tags/c	backup/complete-site/www.currentsandcontemplations.com/blog/tags/c.3b.delayed	(from https://www.currentsandcontemplations.com/blog/tags/fishing)
13:24:02	801600/801600	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%227d8d7de96648015b2da1137cbcc392d2%22	https://www.currentsandcontemplations.com/blog/tags/t	backup/complete-site/www.currentsandcontemplations.com/blog/tags/t.3c.delayed	(from https://www.currentsandcontemplations.com/blog/tags/fishing)
13:24:04	801941/801941	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%223a9b2e18d0b45a81d771ec727a422d1c%22	https://www.currentsandcontemplations.com/blog/tags/robots.txt	backup/complete-site/www.currentsandcontemplations.com/blog/tags/robots.3d.delayed	(from https://www.currentsandcontemplations.com/blog/tags/fishing)
13:24:04	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:24:04%20GMT	https://www.currentsandcontemplations.com/blog/tags/sitemap.xml	backup/complete-site/www.currentsandcontemplations.com/blog/tags/sitemap.3e.delayed	(from https://www.currentsandcontemplations.com/blog/tags/fishing)
13:24:05	2211/2211	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Jul%202025%2019:24:05%20GMT	https://www.currentsandcontemplations.com/blog/tags/feed.xml	backup/complete-site/www.currentsandcontemplations.com/blog/tags/feed.3f.delayed	(from https://www.currentsandcontemplations.com/blog/tags/fishing)
13:24:08	801392/801392	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2231440046a9f63312cb984a136aff001e%22	https://www.currentsandcontemplations.com/blog/tags/decodeURIComponent(e	backup/complete-site/www.currentsandcontemplations.com/blog/tags/decodeURIComponent(e.40.delayed	(from https://www.currentsandcontemplations.com/blog/tags/fishing)
